序号	分级	字	繁体字	异体字	汉语拼音	笔画数	笔画分组	通用字分组	简化字总表（1986版）
4950	二级	阍	閽		hūn	十一画	丶	通用字	第三表（门）
4951	二级	阏	閼		è	十一画	丶	通用字	第三表（门）
4952	二级	羟	羥		qiǎng	十一画	丶	通用字	第三表（【径字边】）
4953	二级	粝	糲		lì	十一画	丶	通用字	第三表（万）
4954	二级	粕			pò	十一画	丶	通用字	
4955	二级	敝			bì	十一画	丶	通用字	
4956	二级	焐			wù	十一画	丶	通用字	
4957	二级	烯			xī	十一画	丶	通用字	
4958	二级	焓			hán	十一画	丶	通用字	
4959	二级	烽			fēng	十一画	丶	通用字	
4960	二级	焖	燜		mèn	十一画	丶	通用字	第三表（门）
4961	二级	烷			wán	十一画	丶	通用字	
4962	二级	焗			jú	十一画	 	 	
4963	二级	渍	漬		zì	十一画	丶	通用字	第三表（贝）
4964	二级	渚			zhǔ	十一画	丶	通用字	
4965	二级	淇			qí	十一画	丶	通用字	
4966	二级	淅			xī	十一画	丶	通用字	
4967	二级	淞			sōng	十一画	丶	通用字	
4968	二级	渎	瀆		dú,dòu	十一画	丶	通用字	第三表（卖）
4969	二级	涿			zhuō	十一画	丶	通用字	
4970	二级	淖			nào,chuò,zhuō	十一画	丶	通用字	
4971	二级	挲		挱	suō,shā	十一画	丶	通用字	
4972	二级	淠			pì,pèi	十一画	丶	通用字	
4973	二级	涸			hé	十一画	丶	通用字	
4974	二级	渑	澠		miǎn,shéng	十一画	丶	通用字	第三表（黾）
4975	二级	淦			gàn	十一画	丶	通用字	
4976	二级	淝			féi	十一画	丶	通用字	
4977	二级	淬			cuì	十一画	丶	通用字	
4978	二级	涪			fú	十一画	丶	通用字	
4979	二级	淙			cóng	十一画	丶	通用字	
4980	二级	涫			guān	十一画	丶	通用字	
4981	二级	渌			lù	十一画	丶	通用字	
4982	二级	淄			zī	十一画	丶	通用字	
4983	二级	惬	愜	㥦	qiè	十一画	丶	通用字	第三表（夹）
4984	二级	悻			xìng	十一画	丶	通用字	
4985	二级	悱			fěi	十一画	丶	通用字	
4986	二级	惝			chǎng	十一画	丶	通用字	
4987	二级	惘			wǎng	十一画	丶	通用字	
4988	二级	悸			jì	十一画	丶	通用字	
4989	二级	惆			chóu	十一画	丶	通用字	
4990	二级	惚			hū	十一画	丶	通用字	
4991	二级	惇		㥫	dūn	十一画	丶	通用字	
4992	二级	惮	憚		dàn,dá	十一画	丶	通用字	第三表（单）
4993	二级	窕			tiǎo,yáo	十一画	丶	通用字	
4994	二级	谌	諶		chén	十一画	丶	通用字	第三表（讠）
4995	二级	谏	諫		jiàn	十一画	丶	通用字	第三表（讠）
4996	二级	扈			hù	十一画	丶	通用字	
4997	二级	皲	皸		jūn	十一画	丶	通用字	第三表（车）
4998	二级	谑	謔		xuè	十一画	丶	通用字	第三表（讠）
4999	二级	裆	襠		dāng	十一画	丶	次常用字	第三表（当）
5000	二级	袷			qiā	十一画	 	 	
5001	二级	裉			kèn	十一画	丶	通用字	
5002	二级	谒	謁		yè	十一画	丶	次常用字	第三表（讠）
5003	二级	谔	諤		è	十一画	丶	通用字	第三表（讠）
5004	二级	谕	諭		yù	十一画	丶	通用字	第三表（讠）
5005	二级	谖	諼		xuān	十一画	丶	通用字	第三表（讠）
5006	二级	谗	讒		chán	十一画	丶	通用字	第一表（C）
5007	二级	谙	諳		ān	十一画	丶	通用字	第三表（讠）
5008	二级	谛	諦		dì	十一画	丶	通用字	第三表（讠）
5009	二级	谝	諞		piǎn	十一画	丶	通用字	第三表（讠）
5010	二级	逯			lù	十一画	乛	通用字	
5011	二级	郿			méi	十一画	乛	通用字	
5012	二级	隈			wēi	十一画	乛	通用字	
5013	二级	粜	糶		tiào	十一画	乛	通用字	第一表（T）
5014	二级	隍			huáng	十一画	乛	通用字	
5015	二级	隗			wěi,kuí	十一画	乛	通用字	
5016	二级	婧			jìng	十一画	乛	通用字	
5017	二级	婊			biǎo	十一画	乛	通用字	
5018	二级	婕			jié	十一画	乛	通用字	
5019	二级	娼			chāng	十一画	乛	通用字	
5020	二级	婢			bì	十一画	乛	通用字	
5021	二级	婵	嬋		chán	十一画	乛	通用字	第三表（单）
5022	二级	胬			nǔ	十一画	乛	通用字	
5023	二级	袈			jiā	十一画	乛	通用字	
5024	二级	翌			yì	十一画	乛	通用字	
5025	二级	恿		惥慂	yǒng	十一画	乛	通用字	
5026	二级	欸			èi,èi,ěi,èi,ǎi	十一画	乛	通用字	
5027	二级	绫	綾		líng	十一画	乛	通用字	第三表（纟）
5028	二级	骐	騏		qí	十一画	乛	通用字	第三表（马）
5029	二级	绮	綺		qǐ	十一画	乛	通用字	第三表（纟）
5030	二级	绯	緋		fēi	十一画	乛	通用字	第三表（纟）
5031	二级	绱	緔		shàng	十一画	 	 	
5032	二级	骒	騍		kè	十一画	乛	通用字	第三表（马）
5033	二级	绲	緄		gǔn	十一画	乛	通用字	第三表（纟）
5034	二级	骓	騅		zhuī	十一画	乛	通用字	第三表（马）
5035	二级	绶	綬		shòu	十一画	乛	通用字	第三表（纟）
5036	二级	绺	綹		liǔ	十一画	乛	通用字	第三表（纟）
5037	二级	绻	綣		quǎn	十一画	乛	通用字	第三表（纟）
5038	二级	绾	綰		wǎn	十一画	乛	通用字	第三表（纟）
5039	二级	骖	驂		cān	十一画	乛	通用字	第三表（参）、第三表（马）
5040	二级	缁	緇		zī	十一画	乛	通用字	第三表（纟）
5041	二级	耠			huō	十二画	一	通用字	
5042	二级	琫			běng	十二画	一	通用字	
5043	二级	琵			pí	十二画	一	通用字	
5044	二级	琶			pá	十二画	一	通用字	
5045	二级	琪			qí	十二画	一	通用字	
5046	二级	瑛			yīng	十二画	一	通用字	
5047	二级	琦			qí	十二画	一	通用字	
5048	二级	琥			hǔ	十二画	一	通用字	
5049	二级	琨			kūn	十二画	一	通用字	
5050	二级	靓	靚		jìng	十二画	一	通用字	第三表（见）
5051	二级	琰			yǎn	十二画	一	通用字	
5052	二级	琮			cóng	十二画	一	通用字	
5053	二级	琯			guǎn	十二画	一	通用字	
5054	二级	琬			wǎn	十二画	一	通用字	
5055	二级	琛			chēn	十二画	一	通用字	
5056	二级	琚			jū	十二画	一	通用字	
5057	二级	辇	輦		niǎn	十二画	一	通用字	第三表（车）
5058	二级	鼋	黿		yuán	十二画	一	通用字	第三表（黾）
5059	二级	揳			xiē	十二画	一	通用字	
5060	二级	堞			dié	十二画	一	通用字	
5061	二级	搽			chá	十二画	一	通用字	
5062	二级	揸			zhā	十二画	一	通用字	
5063	二级	揠			yà	十二画	一	通用字	
5064	二级	堙		陻	yīn	十二画	一	通用字	
5065	二级	趄			qiè,jū	十二画	一	通用字	
5066	二级	揖			yī	十二画	一	次常用字	
5067	二级	颉	頡		jié,xié,jiá	十二画	一	通用字	第三表（页）
5068	二级	塄			léng	十二画	一	通用字	
5069	二级	揿	撳	搇	qìn	十二画	一	通用字	第三表（钅）
5070	二级	耋			dié	十二画	一	通用字	
5071	二级	揄			yú	十二画	一	通用字	
5072	二级	蛩			qióng	十二画	一	通用字	
5073	二级	蛰	蟄		zhé	十二画	一	通用字	第三表（执）
5074	二级	塆	壪		wān	十二画	一	通用字	
5075	二级	摒			bìng	十二画	一	通用字	
5076	二级	揆			kuí	十二画	一	通用字	
5077	二级	掾			yuàn	十二画	一	通用字	
5078	二级	聒			guō	十二画	一	通用字	
5079	二级	葑			fēng	十二画	一	通用字	
5080	二级	葚			shèn	十二画	一	通用字	
5081	二级	靰			wù	十二画	一	通用字	
5082	二级	靸			sǎ	十二画	一	通用字	
5083	二级	葳			wēi	十二画	一	通用字	
5084	二级	葺			qì	十二画	一	通用字	
5085	二级	葸			xǐ	十二画	一	通用字	
5086	二级	萼		蕚	è	十二画	一	通用字	
5087	二级	葆			bǎo	十二画	一	通用字	
5088	二级	葩			pā	十二画	一	通用字	
5089	二级	葶			tíng	十二画	一	通用字	
5090	二级	蒌	蔞		lóu	十二画	一	通用字	第三表（娄）
5091	二级	萱		萲蕿蘐藼	xuān	十二画	一	通用字	
5092	二级	戟			jǐ	十二画	一	通用字	
5093	二级	葭			jiā	十二画	一	通用字	
5094	二级	楮			chǔ	十二画	一	通用字	
5095	二级	棼			fén	十二画	一	通用字	
5096	二级	椟	櫝		dú	十二画	一	通用字	第三表（卖）
5097	二级	棹		櫂	zhào,zhuō	十二画	一	通用字	
5098	二级	椤	欏		luó	十二画	一	通用字	第三表（罗）
5099	二级	棰		箠	chuí	十二画	一	通用字	
5100	二级	赍	賫	賷齎	jī	十二画	一	通用字	第三表（贝）
5101	二级	椋			liáng	十二画	一	通用字	
5102	二级	椁		槨	guǒ	十二画	一	通用字	
5103	二级	椪			pèng	十二画	 	 	
5104	二级	棣			dì,dài,tì	十二画	一	通用字	
5105	二级	椐			jū	十二画	一	通用字	
5106	二级	鹁	鵓		bó	十二画	一	通用字	第三表（鸟）
5107	二级	覃			tán,qín	十二画	一	通用字	
5108	二级	酤			gū	十二画	一	通用字	
5109	二级	酢			zuò	十二画	一	通用字	
5110	二级	酡			tuó	十二画	一	通用字	
5111	二级	鹂	鸝		lí	十二画	一	通用字	第三表（丽）、第三表（鸟）
5112	二级	厥			jué	十二画	一	通用字	
5113	二级	殚	殫		dān	十二画	一	通用字	第三表（单）
5114	二级	殛			jí	十二画	一	通用字	
5115	二级	雯			wén	十二画	一	通用字	
5116	二级	雱			pāng	十二画	 	 	
5117	二级	辊	輥		gǔn	十二画	一	通用字	第三表（车）
5118	二级	辋	輞		wǎng	十二画	一	通用字	第三表（车）
5119	二级	椠	槧		qiàn	十二画	一	通用字	第三表（车）
5120	二级	辍	輟		chuò	十二画	一	通用字	第三表（车）
5121	二级	辎	輜		zī	十二画	一	通用字	第三表（车）
5122	二级	斐			fěi,fēi	十二画	丨	通用字	
5123	二级	睄			shào	十二画	 	 	
5124	二级	睑	瞼		jiǎn	十二画	丨	通用字	第三表（佥）
5125	二级	睇			dì	十二画	丨	通用字	
5126	二级	睃			suō	十二画	丨	通用字	
5127	二级	戢			jí	十二画	丨	通用字	
5128	二级	喋		啑	dié,zhá	十二画	丨	通用字	
5129	二级	嗒			tà,dā	十二画	丨	通用字	
5130	二级	喃			nán	十二画	丨	通用字	
5131	二级	喱			lí	十二画	丨	通用字	
5132	二级	喹			kuí	十二画	丨	通用字	
5133	二级	晷			guǐ	十二画	丨	通用字	
5134	二级	喈			jiē	十二画	丨	通用字	
5135	二级	跖		蹠	zhí	十二画	丨	通用字	
5136	二级	跗			fū	十二画	丨	通用字	
5137	二级	跞	躒		lì,luò	十二画	丨	通用字	
5138	二级	跚			shān	十二画	丨	通用字	
5139	二级	跎			tuó	十二画	丨	通用字	
5140	二级	跏			jiā	十二画	丨	通用字	
5141	二级	跆			tái	十二画	丨	通用字	
5142	二级	蛱	蛺		jiá	十二画	丨	通用字	第三表（夹）
5143	二级	蛲	蟯		náo	十二画	丨	通用字	第三表（尧）
5144	二级	蛭			zhì	十二画	丨	通用字	
5145	二级	蛳	螄		sī	十二画	丨	通用字	第三表（师）
5146	二级	蛐			qū	十二画	丨	通用字	
5147	二级	蛔		蚘痐蛕蜖	huí	十二画	丨	次常用字	
5148	二级	蛞			kuò	十二画	丨	通用字	
5149	二级	蛴	蠐		qí	十二画	丨	通用字	第三表（齐）
5150	二级	蛟			jiāo	十二画	丨	通用字	
5151	二级	蛘			yáng	十二画	丨	通用字	
5152	二级	喁			yóng	十二画	丨	通用字	
5153	二级	喟			kuì	十二画	丨	通用字	
5154	二级	啾			jiū	十二画	丨	通用字	
5155	二级	嗖			sōu	十二画	丨	通用字	
5156	二级	喑		瘖	yīn	十二画	丨	通用字	
5157	二级	嗟			jiē	十二画	丨	通用字	
5158	二级	喽	嘍		lóu,lou	十二画	丨	通用字	第三表（娄）
5159	二级	嗞			zī	十二画	丨	通用字	
5160	二级	喀			kā	十二画	丨	通用字	
5161	二级	喔			ō,wō	十二画	丨	通用字	
5162	二级	喙			huì	十二画	丨	通用字	
5163	二级	嵘	嶸		róng	十二画	丨	通用字	第三表（【劳字头】）
5164	二级	嵖			chá	十二画	丨	通用字	
5165	二级	崴			wǎi,wēi	十二画	丨	通用字	
5166	二级	遄			chuán	十二画	丨	通用字	
5167	二级	詈			lì	十二画	丨	通用字	
5168	二级	嵎			yú	十二画	丨	通用字	
5169	二级	崽			zǎi	十二画	丨	通用字	
5170	二级	嵬			wéi	十二画	丨	通用字	
5171	二级	嵛			yú	十二画	丨	通用字	
5172	二级	嵯			cuó	十二画	丨	通用字	
5173	二级	嵝	嶁		lǒu	十二画	丨	通用字	第三表（娄）
5174	二级	嵫			zī	十二画	丨	通用字	
5175	二级	幄			wò	十二画	丨	通用字	
5176	二级	嵋			méi	十二画	丨	通用字	
5177	二级	赕	賧		dǎn	十二画	 	 	第三表（贝）
5178	二级	铻	鋙		wú	十二画	丿	通用字	
5179	二级	铼	錸		lái	十二画	丿	通用字	第三表（来）、第三表（钅）
5180	二级	铿	鏗		kēng	十二画	丿	通用字	第三表（【坚字头】）、第三表（钅）
5181	二级	锃	鋥		zèng	十二画	丿	通用字	第三表（钅）
5182	二级	锂	鋰		lǐ	十二画	丿	通用字	第三表（钅）
5183	二级	锆	鋯		gào	十二画	丿	通用字	第三表（钅）
5184	二级	锇	鋨		é	十二画	丿	通用字	第三表（钅）
5185	二级	锉	銼	剉	cuò	十二画	丿	次常用字	第三表（钅）
5186	二级	锏	鐧		jiǎn	十二画	丿	通用字	第三表（门）、第三表（钅）
5187	二级	锑	銻		tī	十二画	丿	通用字	第三表（钅）
5188	二级	锒	鋃		láng	十二画	丿	通用字	第三表（钅）
5189	二级	锔	鋦		jū	十二画	丿	通用字	第三表（钅）
5190	二级	锕	錒		ā	十二画	丿	通用字	第三表（钅）
5191	二级	掣			chè	十二画	丿	通用字	
5192	二级	矬			cuó	十二画	丿	通用字	
5193	二级	氰			qíng	十二画	丿	通用字	
5194	二级	毳			cuì	十二画	丿	通用字	
5195	二级	毽			jiàn	十二画	丿	通用字	
5196	二级	犊	犢		dú	十二画	丿	通用字	第三表（卖）
5197	二级	犄			jī	十二画	丿	通用字	
5198	二级	犋			jù	十二画	丿	通用字	
5199	二级	鹄	鵠		hú	十二画	丿	通用字	第三表（鸟）
5200	二级	犍			jiān,qián	十二画	丿	通用字	
5201	二级	嵇			jī	十二画	丿	通用字	
5202	二级	黍			shǔ	十二画	丿	次常用字	
5203	二级	稃			fū	十二画	丿	通用字	
5204	二级	稂			láng	十二画	丿	通用字	
5205	二级	筚	篳		bì	十二画	丿	通用字	第三表（毕）
5206	二级	筵			yán	十二画	丿	通用字	
5207	二级	筌			quán	十二画	丿	通用字	
5208	二级	傣			dǎi	十二画	丿	通用字	
5209	二级	傈			lì	十二画	丿	通用字	
5210	二级	舄			xì	十二画	丿	通用字	
5211	二级	牍	牘		dú	十二画	丿	次常用字	第三表（卖）
5212	二级	傥	儻		tǎng	十二画	丿	通用字	第三表（党）
5213	二级	傧	儐		bīn	十二画	丿	通用字	第三表（宾）
5214	二级	遑			huáng	十二画	丿	通用字	
5215	二级	傩	儺		nuó	十二画	丿	通用字	第三表（难）
5216	二级	遁		遯	dùn	十二画	丿	通用字	
5217	二级	徨			huáng	十二画	丿	通用字	
5218	二级	媭	嬃		xū	十二画	 	 	
5219	二级	畲			shē	十二画	丿	通用字	
5220	二级	弑			shì	十二画	丿	通用字	
5221	二级	颌	頜		hé,gé	十二画	丿	通用字	第三表（页）
5222	二级	翕			xī	十二画	丿	通用字	
5223	二级	釉			yòu	十二画	丿	通用字	
5224	二级	鹆	鵒		yù	十二画	丿	通用字	第三表（鸟）
5225	二级	舜			shùn	十二画	丿	通用字	
5226	二级	貂			diāo	十二画	丿	通用字	
5227	二级	腈			jīng	十二画	丿	通用字	
5228	二级	腌		醃	yān	十二画	丿	次常用字	
5229	二级	腓			féi	十二画	丿	通用字	
5230	二级	腆			tiǎn	十二画	丿	通用字	
5231	二级	腴			yú	十二画	丿	通用字	
5232	二级	腑			fǔ	十二画	丿	通用字	
5233	二级	腚			dìng	十二画	丿	通用字	
5234	二级	腱			jiàn	十二画	丿	通用字	
5235	二级	鱿	魷		yóu	十二画	丿	通用字	第三表（鱼）
5236	二级	鲀	魨		tún	十二画	丿	通用字	
5237	二级	鲂	魴		fáng	十二画	丿	通用字	第三表（鱼）
5238	二级	颍	潁		yǐng	十二画	丿	通用字	第三表（页）
5239	二级	猢			hú	十二画	丿	通用字	
5240	二级	猹			chá	十二画	丿	通用字	
5241	二级	猥			wěi	十二画	丿	通用字	
5242	二级	飓	颶	𩗗	jù	十二画	丿	通用字	第三表（风）
5243	二级	觞	觴		shāng	十二画	丿	通用字	第三表（【汤字边】）
5244	二级	觚			gū	十二画	丿	通用字	
5245	二级	猱			náo	十二画	丿	通用字	
5246	二级	颎	熲		jiǒng	十二画	 	 	
5247	二级	飧		飱	sūn	十二画	丿	通用字	
5248	二级	馇	餷		chā	十二画	丿	通用字	第三表（饣）
5249	二级	馊	餿		sōu	十二画	丿	通用字	第三表（饣）
5250	二级	亵	褻		xiè	十二画	丶	通用字	第一表（X）
5251	二级	脔	臠		luán	十二画	丶	通用字	第三表（【变字头】）
5252	二级	裒			póu	十二画	丶	通用字	
5253	二级	痣			zhì	十二画	丶	通用字	
5254	二级	痨	癆		láo	十二画	丶	通用字	第三表（【劳字头】）
5255	二级	痦			wù	十二画	丶	通用字	
5256	二级	痞			pǐ	十二画	丶	通用字	
5257	二级	痤			cuó	十二画	丶	通用字	
5258	二级	痫	癇		xián	十二画	丶	通用字	第三表（门）
5259	二级	痧			shā	十二画	丶	通用字	
5260	二级	赓	賡		gēng	十二画	丶	通用字	第三表（贝）
5261	二级	竦			sǒng	十二画	丶	通用字	
5262	二级	瓿			bù	十二画	丶	通用字	
5263	二级	啻			chì	十二画	丶	通用字	
5264	二级	颏	頦		kē	十二画	丶	通用字	第三表（页）
5265	二级	鹇	鷳		xián	十二画	丶	通用字	第三表（门）、第三表（鸟）
5266	二级	阑	闌		lán	十二画	丶	通用字	第三表（门）
5267	二级	阒	闃		qù	十二画	丶	通用字	第三表（门）
5268	二级	阕	闋		què	十二画	丶	通用字	第三表（门）
5269	二级	粞			xī	十二画	丶	通用字	
5270	二级	遒			qiú	十二画	丶	通用字	
